ProdCodeId	DMDCode	TermfromEMIS	ProductName	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	DrugIssues	FINAL_CATEGORY
12906241000033112	36727911000001105	Buvidal 16mg/0.32ml prolonged-release solution for injection pre-filled syringes (Camurus AB)	Buvidal 16mg/0.32ml prolonged-release solution for injection pre-filled syringes	Buprenorphine	50.000mg/1.000ml	Prolonged-release solution for injection	Subcutaneous		6	iv) Strong/very strong opioids
12906341000033119	36728611000001100	Buvidal 24mg/0.48ml prolonged-release solution for injection pre-filled syringes (Camurus AB)	Buvidal 24mg/0.48ml prolonged-release solution for injection pre-filled syringes	Buprenorphine	50.000mg/1.000ml	Prolonged-release solution for injection	Subcutaneous		6	iv) Strong/very strong opioids
12906441000033113	36730411000001104	Buvidal 32mg/0.64ml prolonged-release solution for injection pre-filled syringes (Camurus AB)	Buvidal 32mg/0.64ml prolonged-release solution for injection pre-filled syringes	Buprenorphine	50.000mg/1.000ml	Prolonged-release solution for injection	Subcutaneous		20	iv) Strong/very strong opioids
12906541000033114	36732011000001107	Buvidal 64mg/0.18ml prolonged-release solution for injection pre-filled syringes (Camurus AB)	Buvidal 64mg/0.18ml prolonged-release solution for injection pre-filled syringes	Buprenorphine	355.560mg/1.000ml	Prolonged-release solution for injection	Subcutaneous		5	iv) Strong/very strong opioids
12906641000033110	36726711000001105	Buvidal 8mg/0.16ml prolonged-release solution for injection pre-filled syringes (Camurus AB)	Buvidal 8mg/0.16ml prolonged-release solution for injection pre-filled syringes	Buprenorphine	50.000mg/1.000ml	Prolonged-release solution for injection	Subcutaneous		20	iv) Strong/very strong opioids
12906741000033118	36733711000001101	Buvidal 96mg/0.27ml prolonged-release solution for injection pre-filled syringes (Camurus AB)	Buvidal 96mg/0.27ml prolonged-release solution for injection pre-filled syringes	Buprenorphine	355.560mg/1.000ml	Prolonged-release solution for injection	Subcutaneous		10	iv) Strong/very strong opioids
10984941000033117	31323511000001107	Carexil 10mg modified-release tablets (Sandoz Ltd)	Carexil 10mg modified-release tablets	Oxycodone hydrochloride	10.000mg	Modified-release tablet	Oral		6	iv) Strong/very strong opioids
10985141000033118	31324011000001102	Carexil 20mg modified-release tablets (Sandoz Ltd)	Carexil 20mg modified-release tablets	Oxycodone hydrochloride	20.000mg	Modified-release tablet	Oral		10	iv) Strong/very strong opioids
11489741000033112	32196811000001100	Carexil 40mg modified-release tablets (Sandoz Ltd)	Carexil 40mg modified-release tablets	Oxycodone hydrochloride	40.000mg	Modified-release tablet	Oral		2	iv) Strong/very strong opioids
10984841000033113	31322211000001103	Carexil 5mg modified-release tablets (Sandoz Ltd)	Carexil 5mg modified-release tablets	Oxycodone hydrochloride	5.000mg	Modified-release tablet	Oral		5	iv) Strong/very strong opioids
12603541000033117	35543711000001101	Carlosafine 35micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)	Carlosafine 35micrograms/hour transdermal patches	Buprenorphine	35.000microgram/1.000hour	Transdermal patch	Transdermal		70	iv) Strong/very strong opioids
12603641000033116	35543911000001104	Carlosafine 52.5micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)	Carlosafine 52.5micrograms/hour transdermal patches	Buprenorphine	52.500microgram/1.000hour	Transdermal patch	Transdermal		40	iv) Strong/very strong opioids
12603741000033113	35544111000001100	Carlosafine 70micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)	Carlosafine 70micrograms/hour transdermal patches	Buprenorphine	70.000microgram/1.000hour	Transdermal patch	Transdermal		30	iv) Strong/very strong opioids
251441000033113	5238811000001109	Chloroform and Morphine tincture	Chloroform and Morphine tincture	Chloroform/ Ethanol 90%/ Ether/ Liquorice liquid extract/ Morphine hydrochloride/ Peppermint oil/ Purified water/ Treacle	125.000ml/1.000litre + 125.000ml/1.000litre + 30.000ml/1.000litre + 125.000ml/1.000litre + 2.290mg/1.000ml + 1.000ml/1.000litre + 50.000ml/1.000litre + 125.000ml/1.000litre	Not applicable	Route of administration not applicable	19060600	100	iv) Strong/very strong opioids
295441000033117	322366004	Co-codamol 30mg/500mg capsules	Co-codamol 30mg/500mg capsules	Codeine phosphate/ Paracetamol	30.000mg + 500.000mg	Capsule	Oral	4070100	8000000	iv) Strong/very strong opioids
1588741000033112	322323006	Co-codamol 30mg/500mg effervescent powder sachets sugar free	Co-codamol 30mg/500mg effervescent powder sachets sugar free	Codeine phosphate/ Paracetamol	30.000mg + 500.000mg	 Effervescent powder	Oral	4070100	20000	iv) Strong/very strong opioids
326141000033118	322365000	Co-codamol 30mg/500mg effervescent tablets	Co-codamol 30mg/500mg effervescent tablets	Codeine phosphate/ Paracetamol	30.000mg + 500.000mg	 Effervescent tablet	Oral	4070100	4000000	iv) Strong/very strong opioids
370641000033114	322341003	Co-codamol 30mg/500mg tablets	Co-codamol 30mg/500mg tablets	Codeine phosphate/ Paracetamol	30.000mg + 500.000mg	Tablet	Oral	4070100	30000000	iv) Strong/very strong opioids
13417741000033113	38063911000001100	Co-codamol 30mg/500mg/5ml oral solution sugar free	Co-codamol 30mg/500mg/5ml oral solution sugar free	Codeine phosphate/ Paracetamol	6.000mg/1.000ml + 100.000mg/1.000ml	Oral solution	Oral	4070100	300	iv) Strong/very strong opioids
12356141000033117	34625311000001101	Co-codamol 60mg/1000mg tablets	Co-codamol 60mg/1000mg tablets	Codeine phosphate/ Paracetamol	60.000mg + 1.000gram	Tablet	Oral	4070100	20	iv) Strong/very strong opioids
371241000033116	322503009	Codeine 30mg tablets	Codeine 30mg tablets	Codeine phosphate	30.000mg	Tablet	Oral	4070200	10000000	iv) Strong/very strong opioids
371341000033114	322504003	Codeine 60mg tablets	Codeine 60mg tablets	Codeine phosphate	60.000mg	Tablet	Oral	4070200	300000	iv) Strong/very strong opioids
332141000033117	36090011000001104	Codeine 60mg/1ml solution for injection ampoules	Codeine 60mg/1ml solution for injection ampoules	Codeine phosphate	60.000mg/1.000ml	Solution for injection	Intramuscular	4070200	300	iv) Strong/very strong opioids
3180141000033114	322368003	Co-dydramol 30mg/500mg tablets	Co-dydramol 30mg/500mg tablets	Dihydrocodeine tartrate/ Paracetamol	30.000mg + 500.000mg	Tablet	Oral	4070100	300000	iv) Strong/very strong opioids
390441000033115	3885111000001102	Cyclimorph 10 solution for injection 1ml ampoules (Advanz Pharma)	Cyclimorph 10 solution for injection 1ml ampoules	Cyclizine tartrate/ Morphine tartrate	50.000mg/1.000ml + 10.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous/ Intramuscular		10000	iv) Strong/very strong opioids
390541000033119	3884611000001109	Cyclimorph 15 solution for injection 1ml ampoules (Advanz Pharma)	Cyclimorph 15 solution for injection 1ml ampoules	Cyclizine tartrate/ Morphine tartrate	50.000mg/1.000ml + 15.000mg/1.000ml	Solution for injection	Subcutaneous/ Intravenous/ Intramuscular		20000	iv) Strong/very strong opioids
13011841000033115	37046711000001105	Cynril 1.6mg lozenges with integral oromucosal applicator (Fontus Health Ltd)	Cynril 1.6mg lozenges with integral oromucosal applicator	Fentanyl citrate	1.600mg	Lozenge	Buccal		4	iv) Strong/very strong opioids
13011341000033112	37039311000001100	Cynril 200microgram lozenges with integral oromucosal applicator (Fontus Health Ltd)	Cynril 200microgram lozenges with integral oromucosal applicator	Fentanyl citrate	200.000microgram	Lozenge	Buccal		90	iv) Strong/very strong opioids
13011441000033118	37039711000001101	Cynril 400microgram lozenges with integral oromucosal applicator (Fontus Health Ltd)	Cynril 400microgram lozenges with integral oromucosal applicator	Fentanyl citrate	400.000microgram	Lozenge	Buccal		20	iv) Strong/very strong opioids
13011541000033117	37040211000001100	Cynril 600microgram lozenges with integral oromucosal applicator (Fontus Health Ltd)	Cynril 600microgram lozenges with integral oromucosal applicator	Fentanyl citrate	600.000microgram	Lozenge	Buccal		6	iv) Strong/very strong opioids
13011641000033116	37040511000001102	Cynril 800microgram lozenges with integral oromucosal applicator (Fontus Health Ltd)	Cynril 800microgram lozenges with integral oromucosal applicator	Fentanyl citrate	800.000microgram	Lozenge	Buccal		30	iv) Strong/very strong opioids
430341000033110	322515008	Dextromoramide 10mg tablets	Dextromoramide 10mg tablets	Dextromoramide tartrate	10.000mg	Tablet	Oral	4070200	3000	iv) Strong/very strong opioids
430541000033115	322514007	Dextromoramide 5mg tablets	Dextromoramide 5mg tablets	Dextromoramide tartrate	5.000mg	Tablet	Oral	4070200	6000	iv) Strong/very strong opioids
433141000033118	3038211000001108	DF 118 Forte 40mg tablets (Martindale Pharmaceuticals Ltd)	DF 118 Forte 40mg tablets	Dihydrocodeine tartrate	40.000mg	Tablet	Oral		20000	iv) Strong/very strong opioids
433441000033114	3037811000001105	DHC Continus 120mg tablets (Napp Pharmaceuticals Ltd)	DHC Continus 120mg tablets	Dihydrocodeine tartrate	120.000mg	Modified-release tablet	Oral		80000	iv) Strong/very strong opioids
433341000033115	3037111000001103	DHC Continus 60mg tablets (Napp Pharmaceuticals Ltd)	DHC Continus 60mg tablets	Dihydrocodeine tartrate	60.000mg	Modified-release tablet	Oral		300000	iv) Strong/very strong opioids
433541000033110	3037511000001107	DHC Continus 90mg tablets (Napp Pharmaceuticals Ltd)	DHC Continus 90mg tablets	Dihydrocodeine tartrate	90.000mg	Modified-release tablet	Oral		60000	iv) Strong/very strong opioids
10487941000033114	29878711000001102	Diamorphine 1.6mg/dose nasal spray	Diamorphine 1.6mg/dose nasal spray	Diamorphine hydrochloride	1.600mg/1.000dose	Spray	Nasal		6	iv) Strong/very strong opioids
446041000033111	322526002	Diamorphine 100mg powder for solution for injection ampoules	Diamorphine 100mg powder for solution for injection ampoules	Diamorphine hydrochloride	100.000mg	Powder for solution for injection	Subcutaneous/ Intramuscular/ Intravenous	4070200	20000	iv) Strong/very strong opioids
5319941000033116	16073411000001109	Diamorphine 100mg powder for solution for injection vials	Diamorphine 100mg powder for solution for injection vials	Diamorphine hydrochloride	100.000mg	Powder for solution for injection	Subcutaneous/ Intramuscular/ Intravenous	4070200	500	iv) Strong/very strong opioids
446141000033110	322524004	Diamorphine 10mg powder for solution for injection ampoules	Diamorphine 10mg powder for solution for injection ampoules	Diamorphine hydrochloride	10.000mg	Powder for solution for injection	Subcutaneous/ Intravenous/ Intramuscular	4070200	200000	iv) Strong/very strong opioids
5319541000033110	16073511000001108	Diamorphine 10mg powder for solution for injection vials	Diamorphine 10mg powder for solution for injection vials	Diamorphine hydrochloride	10.000mg	Powder for solution for injection	Intramuscular/ Subcutaneous/ Intravenous	4070200	7000	iv) Strong/very strong opioids
466241000033114	322522000	Diamorphine 10mg tablets	Diamorphine 10mg tablets	Diamorphine hydrochloride	10.000mg	Tablet	Oral	4070200	8000	iv) Strong/very strong opioids
5966741000033116	11719811000001103	Diamorphine 25mg/5ml oral solution	Diamorphine 25mg/5ml oral solution	Diamorphine hydrochloride	5.000mg/1.000ml	Oral solution	Oral	4070200	30	iv) Strong/very strong opioids
446241000033115	322525003	Diamorphine 30mg powder for solution for injection ampoules	Diamorphine 30mg powder for solution for injection ampoules	Diamorphine hydrochloride	30.000mg	Powder for solution for injection	Subcutaneous/ Intravenous/ Intramuscular	4070200	50000	iv) Strong/very strong opioids
5319641000033111	16073611000001107	Diamorphine 30mg powder for solution for injection vials	Diamorphine 30mg powder for solution for injection vials	Diamorphine hydrochloride	30.000mg	Powder for solution for injection	Intramuscular/ Intravenous/ Subcutaneous	4070200	1000	iv) Strong/very strong opioids
451141000033116	11720111000001106	Diamorphine 3mg/5ml oral solution	Diamorphine 3mg/5ml oral solution	Diamorphine hydrochloride	600.000microgram/1.000ml	Oral solution	Oral	3090100	1000	iv) Strong/very strong opioids
448741000033110	322527006	Diamorphine 500mg powder for solution for injection ampoules	Diamorphine 500mg powder for solution for injection ampoules	Diamorphine hydrochloride	500.000mg	Powder for solution for injection	Intramuscular/ Subcutaneous/ Intravenous	4070200	2000	iv) Strong/very strong opioids
5319741000033119	16073711000001103	Diamorphine 500mg powder for solution for injection vials	Diamorphine 500mg powder for solution for injection vials	Diamorphine hydrochloride	500.000mg	Powder for solution for injection	Intramuscular/ Subcutaneous/ Intravenous	4070200	30	iv) Strong/very strong opioids
446341000033113	34819611000001105	Diamorphine 5mg powder for solution for injection ampoules	Diamorphine 5mg powder for solution for injection ampoules	Diamorphine hydrochloride	5.000mg	Powder for solution for injection	Subcutaneous/ Intramuscular/ Intravenous	4070200	90000	iv) Strong/very strong opioids
5319841000033112	16073811000001106	Diamorphine 5mg powder for solution for injection vials	Diamorphine 5mg powder for solution for injection vials	Diamorphine hydrochloride	5.000mg	Powder for solution for injection	Subcutaneous/ Intravenous/ Intramuscular	4070200	5000	iv) Strong/very strong opioids
10487841000033118	29879311000001107	Diamorphine 720micrograms/dose nasal spray	Diamorphine 720micrograms/dose nasal spray	Diamorphine hydrochloride	720.000microgram/1.000dose	Spray	Nasal		10	iv) Strong/very strong opioids
459341000033117	39709111000001101	Diamorphine hydrochloride powder	Diamorphine hydrochloride powder	Diamorphine hydrochloride	1.000mg/1.000mg	Not applicable	Route of administration not applicable	4070200	2000	iv) Strong/very strong opioids
470841000033115	429811000001100	Diconal tablets (Amdipharm Plc)	Diconal tablets	Cyclizine hydrochloride/ Dipipanone hydrochloride	30.000mg + 10.000mg	Tablet	Oral		100000	iv) Strong/very strong opioids
469441000033116	39112611000001107	Dihydrocodeine 120mg modified-release tablets	Dihydrocodeine 120mg modified-release tablets	Dihydrocodeine tartrate	120.000mg	Modified-release tablet	Oral	4070200	300000	iv) Strong/very strong opioids
468541000033110	39708511000001104	Dihydrocodeine 30mg tablets	Dihydrocodeine 30mg tablets	Dihydrocodeine tartrate	30.000mg	Tablet	Oral	4070200	10000000	iv) Strong/very strong opioids
462841000033114	39708711000001109	Dihydrocodeine 40mg tablets	Dihydrocodeine 40mg tablets	Dihydrocodeine tartrate	40.000mg	Tablet	Oral	4070200	100000	iv) Strong/very strong opioids
450641000033118	36069111000001106	Dihydrocodeine 50mg/1ml solution for injection ampoules	Dihydrocodeine 50mg/1ml solution for injection ampoules	Dihydrocodeine tartrate	50.000mg/1.000ml	Solution for injection	Subcutaneous/ Intramuscular	4070200	1000	iv) Strong/very strong opioids
468741000033119	39112411000001109	Dihydrocodeine 60mg modified-release tablets	Dihydrocodeine 60mg modified-release tablets	Dihydrocodeine tartrate	60.000mg	Modified-release tablet	Oral	4070200	1000000	iv) Strong/very strong opioids
469541000033115	39112511000001108	Dihydrocodeine 90mg modified-release tablets	Dihydrocodeine 90mg modified-release tablets	Dihydrocodeine tartrate	90.000mg	Modified-release tablet	Oral	4070200	300000	iv) Strong/very strong opioids
3179641000033116	39689711000001107	Dipipanone 10mg / Cyclizine 30mg tablets	Dipipanone 10mg / Cyclizine 30mg tablets	Cyclizine hydrochloride/ Dipipanone hydrochloride	30.000mg + 10.000mg	Tablet	Oral	4070200	30000	iv) Strong/very strong opioids
2078341000033117	216911000001105	Dromadol SR 100mg tablets (Teva UK Ltd)	Dromadol SR 100mg tablets	Tramadol hydrochloride	100.000mg	Modified-release tablet	Oral		3000	iv) Strong/very strong opioids
2078441000033111	919611000001108	Dromadol SR 150mg tablets (Teva UK Ltd)	Dromadol SR 150mg tablets	Tramadol hydrochloride	150.000mg	Modified-release tablet	Oral		1000	iv) Strong/very strong opioids
2078541000033112	278411000001105	Dromadol SR 200mg tablets (Teva UK Ltd)	Dromadol SR 200mg tablets	Tramadol hydrochloride	200.000mg	Modified-release tablet	Oral		1000	iv) Strong/very strong opioids
2078241000033110	424611000001103	Dromadol SR 75mg tablets (IVAX Pharmaceuticals UK Ltd)	Dromadol SR 75mg tablets	Tramadol hydrochloride	75.000mg	Modified-release tablet	Oral		20	iv) Strong/very strong opioids
2183441000033116	847811000001101	Dromadol XL 150mg tablets (IVAX Pharmaceuticals UK Ltd)	Dromadol XL 150mg tablets	Tramadol hydrochloride	150.000mg	Modified-release tablet	Oral		300	iv) Strong/very strong opioids
2183541000033115	109211000001105	Dromadol XL 200mg tablets (IVAX Pharmaceuticals UK Ltd)	Dromadol XL 200mg tablets	Tramadol hydrochloride	200.000mg	Modified-release tablet	Oral		400	iv) Strong/very strong opioids
2183641000033119	17411000001109	Dromadol XL 300mg tablets (IVAX Pharmaceuticals UK Ltd)	Dromadol XL 300mg tablets	Tramadol hydrochloride	300.000mg	Modified-release tablet	Oral		90	iv) Strong/very strong opioids
2183741000033111	805511000001101	Dromadol XL 400mg tablets (IVAX Pharmaceuticals UK Ltd)	Dromadol XL 400mg tablets	Tramadol hydrochloride	400.000mg	Modified-release tablet	Oral		70	iv) Strong/very strong opioids
490241000033114	2838111000001106	Durogesic 100micrograms transdermal patches (Janssen-Cilag Ltd)	Durogesic 100micrograms transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		7000	iv) Strong/very strong opioids
490341000033116	2837011000001109	Durogesic 25micrograms transdermal patches (Janssen-Cilag Ltd)	Durogesic 25micrograms transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		20000	iv) Strong/very strong opioids
490441000033110	2836411000001102	Durogesic 50micrograms transdermal patches (Janssen-Cilag Ltd)	Durogesic 50micrograms transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		10000	iv) Strong/very strong opioids
490541000033111	2836711000001108	Durogesic 75micrograms transdermal patches (Janssen-Cilag Ltd)	Durogesic 75micrograms transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		5000	iv) Strong/very strong opioids
3248341000033116	9090311000001106	Durogesic DTrans 100micrograms/hour transdermal patches (Janssen-Cilag Ltd)	Durogesic DTrans 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		100000	iv) Strong/very strong opioids
3839441000033111	9751111000001108	Durogesic DTrans 12micrograms/hour transdermal patches (Janssen-Cilag Ltd)	Durogesic DTrans 12micrograms/hour transdermal patches	Fentanyl	12.000microgram/1.000hour	Transdermal patch	Transdermal		100000	iv) Strong/very strong opioids
3248041000033118	9089711000001102	Durogesic DTrans 25micrograms/hour transdermal patches (Janssen-Cilag Ltd)	Durogesic DTrans 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		200000	iv) Strong/very strong opioids
3248141000033119	9089911000001100	Durogesic DTrans 50micrograms/hour transdermal patches (Janssen-Cilag Ltd)	Durogesic DTrans 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		100000	iv) Strong/very strong opioids
3248241000033114	9090111000001109	Durogesic DTrans 75micrograms/hour transdermal patches (Janssen-Cilag Ltd)	Durogesic DTrans 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		80000	iv) Strong/very strong opioids
7859141000033110	20474611000001108	Dypracet 30mg/500mg tablets (Auden McKenzie (Pharma Division) Ltd)	Dypracet 30mg/500mg tablets	Dihydrocodeine tartrate/ Paracetamol	30.000mg + 500.000mg	Tablet	Oral		70	iv) Strong/very strong opioids
4907141000033114	14971111000001104	Effentora 100microgram buccal tablets (Teva UK Ltd)	Effentora 100microgram buccal tablets	Fentanyl citrate	100.000microgram	Buccal tablet	Buccal		2000	iv) Strong/very strong opioids
4907241000033119	14971411000001109	Effentora 200microgram buccal tablets (Teva UK Ltd)	Effentora 200microgram buccal tablets	Fentanyl citrate	200.000microgram	Buccal tablet	Buccal		2000	iv) Strong/very strong opioids
4907341000033112	14971711000001103	Effentora 400microgram buccal tablets (Teva UK Ltd)	Effentora 400microgram buccal tablets	Fentanyl citrate	400.000microgram	Buccal tablet	Buccal		1000	iv) Strong/very strong opioids
4907441000033118	14972811000001102	Effentora 600microgram buccal tablets (Teva UK Ltd)	Effentora 600microgram buccal tablets	Fentanyl citrate	600.000microgram	Buccal tablet	Buccal		400	iv) Strong/very strong opioids
4907541000033117	14972311000001106	Effentora 800microgram buccal tablets (Teva UK Ltd)	Effentora 800microgram buccal tablets	Fentanyl citrate	800.000microgram	Buccal tablet	Buccal		600	iv) Strong/very strong opioids
12684741000033112	35579011000001104	Emcozin 30mg/500mg tablets (GlucoRx Ltd)	Emcozin 30mg/500mg tablets	Codeine phosphate/ Paracetamol	30.000mg + 500.000mg	Tablet	Oral		1000	iv) Strong/very strong opioids
11789341000033116	33580211000001100	Espranor 2mg oral lyophilisates (Martindale Pharmaceuticals Ltd)	Espranor 2mg oral lyophilisates	Buprenorphine hydrochloride	2.000mg	Oral lyophilisate	Oromucosal		7000	iv) Strong/very strong opioids
11789441000033110	33579811000001104	Espranor 8mg oral lyophilisates (Martindale Pharmaceuticals Ltd)	Espranor 8mg oral lyophilisates	Buprenorphine hydrochloride	8.000mg	Oral lyophilisate	Oromucosal		7000	iv) Strong/very strong opioids
6441141000033115	19487511000001109	Fencino 100micrograms/hour transdermal patches (Ethypharm UK Ltd)	Fencino 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		50000	iv) Strong/very strong opioids
6440741000033114	19486711000001102	Fencino 12micrograms/hour transdermal patches (Ethypharm UK Ltd)	Fencino 12micrograms/hour transdermal patches	Fentanyl	12.000microgram/1.000hour	Transdermal patch	Transdermal		100000	iv) Strong/very strong opioids
6440841000033116	19486911000001100	Fencino 25micrograms/hour transdermal patches (Ethypharm UK Ltd)	Fencino 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		200000	iv) Strong/very strong opioids
6440941000033112	19487111000001100	Fencino 50micrograms/hour transdermal patches (Ethypharm UK Ltd)	Fencino 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		90000	iv) Strong/very strong opioids
6441041000033119	19487311000001103	Fencino 75micrograms/hour transdermal patches (Ethypharm UK Ltd)	Fencino 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		40000	iv) Strong/very strong opioids
4426041000033116	12875111000001103	Fentalis Reservoir 100micrograms/hour transdermal patches (Sandoz Ltd)	Fentalis Reservoir 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal		1000	iv) Strong/very strong opioids
4426341000033119	12874811000001109	Fentalis Reservoir 25micrograms/hour transdermal patches (Sandoz Ltd)	Fentalis Reservoir 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal		3000	iv) Strong/very strong opioids
4426241000033112	12874911000001104	Fentalis Reservoir 50micrograms/hour transdermal patches (Sandoz Ltd)	Fentalis Reservoir 50micrograms/hour transdermal patches	Fentanyl	50.000microgram/1.000hour	Transdermal patch	Transdermal		2000	iv) Strong/very strong opioids
4426141000033117	12875011000001104	Fentalis Reservoir 75micrograms/hour transdermal patches (Sandoz Ltd)	Fentalis Reservoir 75micrograms/hour transdermal patches	Fentanyl	75.000microgram/1.000hour	Transdermal patch	Transdermal		1000	iv) Strong/very strong opioids
2227341000033114	134807007	Fentanyl 1.2mg lozenges	Fentanyl 1.2mg lozenges	Fentanyl citrate	1.200mg	Lozenge	Buccal	4070200	2000	iv) Strong/very strong opioids
2227441000033115	134806003	Fentanyl 1.6mg lozenges	Fentanyl 1.6mg lozenges	Fentanyl citrate	1.600mg	Lozenge	Buccal	4070200	2000	iv) Strong/very strong opioids
4906441000033116	14973311000001101	Fentanyl 100microgram buccal tablets sugar free	Fentanyl 100microgram buccal tablets sugar free	Fentanyl citrate	100.000microgram	Buccal tablet	Buccal	4070200	5000	iv) Strong/very strong opioids
4893141000033110	14951911000001104	Fentanyl 100microgram sublingual tablets sugar free	Fentanyl 100microgram sublingual tablets sugar free	Fentanyl citrate	100.000microgram	Sublingual tablet	Sublingual	4070200	7000	iv) Strong/very strong opioids
2925141000033115	36119811000001108	Fentanyl 100micrograms/2ml solution for injection ampoules	Fentanyl 100micrograms/2ml solution for injection ampoules	Fentanyl citrate	50.000microgram/1.000ml	Solution for injection	Intramuscular/ Intravenous	15010403	3000	iv) Strong/very strong opioids
5299841000033116	16037611000001101	Fentanyl 100micrograms/dose nasal spray	Fentanyl 100micrograms/dose nasal spray	Fentanyl citrate	100.000microgram/1.000dose	Spray	Nasal	4070200	800	iv) Strong/very strong opioids
574941000033113	36119911000001103	Fentanyl 100micrograms/hour transdermal patches	Fentanyl 100micrograms/hour transdermal patches	Fentanyl	100.000microgram/1.000hour	Transdermal patch	Transdermal	4070200	200000	iv) Strong/very strong opioids
3839341000033117	9752311000001101	Fentanyl 12micrograms/hour transdermal patches	Fentanyl 12micrograms/hour transdermal patches	Fentanyl	12.000microgram/1.000hour	Transdermal patch	Transdermal	4070200	400000	iv) Strong/very strong opioids
9178141000033117	24446611000001102	Fentanyl 133microgram sublingual tablets sugar free	Fentanyl 133microgram sublingual tablets sugar free	Fentanyl citrate	133.000microgram	Sublingual tablet	Sublingual	4070200	7	iv) Strong/very strong opioids
10211241000033110	22485311000001100	Fentanyl 2.5mg/50ml solution for infusion vials	Fentanyl 2.5mg/50ml solution for infusion vials	Fentanyl citrate	50.000microgram/1.000ml	Solution for infusion	Intravenous/ Intramuscular		8	iv) Strong/very strong opioids
8883641000033117	23560111000001105	Fentanyl 200microgram buccal films sugar free	Fentanyl 200microgram buccal films sugar free	Fentanyl citrate	200.000microgram	Buccal film	Buccal	4070200	100	iv) Strong/very strong opioids
4906541000033115	14973411000001108	Fentanyl 200microgram buccal tablets sugar free	Fentanyl 200microgram buccal tablets sugar free	Fentanyl citrate	200.000microgram	Buccal tablet	Buccal	4070200	5000	iv) Strong/very strong opioids
2226941000033111	134812008	Fentanyl 200microgram lozenges	Fentanyl 200microgram lozenges	Fentanyl citrate	200.000microgram	Lozenge	Buccal	4070200	30000	iv) Strong/very strong opioids
4893241000033115	14952011000001106	Fentanyl 200microgram sublingual tablets sugar free	Fentanyl 200microgram sublingual tablets sugar free	Fentanyl citrate	200.000microgram	Sublingual tablet	Sublingual	4070200	5000	iv) Strong/very strong opioids
5299941000033112	16037711000001105	Fentanyl 200micrograms/dose nasal spray	Fentanyl 200micrograms/dose nasal spray	Fentanyl citrate	200.000microgram/1.000dose	Spray	Nasal	4070200	50	iv) Strong/very strong opioids
575041000033113	36120011000001101	Fentanyl 25micrograms/hour transdermal patches	Fentanyl 25micrograms/hour transdermal patches	Fentanyl	25.000microgram/1.000hour	Transdermal patch	Transdermal	4070200	700000	iv) Strong/very strong opioids
9178241000033112	24446711000001106	Fentanyl 267microgram sublingual tablets sugar free	Fentanyl 267microgram sublingual tablets sugar free	Fentanyl citrate	267.000microgram	Sublingual tablet	Sublingual	4070200	4	iv) Strong/very strong opioids
4893341000033113	14952111000001107	Fentanyl 300microgram sublingual tablets sugar free	Fentanyl 300microgram sublingual tablets sugar free	Fentanyl citrate	300.000microgram	Sublingual tablet	Sublingual	4070200	900	iv) Strong/very strong opioids
8962241000033118	23707711000001107	Fentanyl 37.5microgram/hour transdermal patches	Fentanyl 37.5microgram/hour transdermal patches	Fentanyl	37.500microgram/1.000hour	Transdermal patch	Transdermal	4070200	50000	iv) Strong/very strong opioids
8883741000033114	23560211000001104	Fentanyl 400microgram buccal films sugar free	Fentanyl 400microgram buccal films sugar free	Fentanyl citrate	400.000microgram	Buccal film	Buccal	4070200	30	iv) Strong/very strong opioids
4906641000033119	14973511000001107	Fentanyl 400microgram buccal tablets sugar free	Fentanyl 400microgram buccal tablets sugar free	Fentanyl citrate	400.000microgram	Buccal tablet	Buccal	4070200	2000	iv) Strong/very strong opioids
2227041000033112	134810000	Fentanyl 400microgram lozenges	Fentanyl 400microgram lozenges	Fentanyl citrate	400.000microgram	Lozenge	Buccal	4070200	10000	iv) Strong/very strong opioids
