medcodeid	freq	final_term	site	Type_provisional	Diagnosis group
215271000000119	 52,679 	Neck pain	Neck	neither	N/A
317435015	 44,983 	Musculoskeletal chest pain	Chest	neither	N/A
501991000006110	 44,603 	Back pain	Back	neither	N/A
140741000006112	 44,381 	Shoulder pain	Shoulder	neither	N/A
18423015	 39,216 	Leg pain	Leg	neither	N/A
5621013	 34,016 	Heel pain	Foot/Ankle	neither	N/A
252311015	 28,931 	Backache	Back	neither	N/A
252315012	 25,570 	Back pain without radiation NOS	Back	neither	N/A
424342012	 24,707 	Toe pain	Foot/Ankle	neither	N/A
317145011	 24,403 	Musculoskeletal pain	Other	neither	N/A
486291000006115	 24,304 	Anterior knee pain	Knee	neither	N/A
252314011	 23,691 	C/O - low back pain	Back	neither	N/A
310825019	 21,977 	Wrist joint pain	Wrist	neither	N/A
496587018	 21,861 	Flat foot	Foot/Ankle	neither	N/A
484754019	 20,215 	Knee joint pain	Knee	neither	N/A
494960013	 20,148 	Foot pain	Foot/Ankle	neither	N/A
106571018	 19,654 	Costochondritis	Chest	neither	N/A
20135010	 19,253 	Achilles tendinitis	Foot/Ankle	neither	N/A
437698016	 15,683 	Rib pain	Chest	neither	N/A
1222484010	 14,046 	Musculoskeletal symptom	Other	neither	N/A
221731000000119	 13,983 	Pain in leg	Leg	neither	N/A
815651000006110	 13,750 	Hand pain	Hand	neither	N/A
311482017	 13,595 	Ganglion of wrist	Wrist	neither	N/A
31828016	 13,498 	Finger pain	Hand	neither	N/A
317574012	 13,408 	Groin pain	Hip/Pelvis	neither	N/A
1222482014	 13,287 	Generalised aches and pains	Multiple	neither	N/A
764331000006110	 12,561 	Foot pain	Foot/Ankle	neither	N/A
248581000006113	 11,890 	Joint pain	Other	neither	N/A
165844010	 11,415 	Arm pain	Arm	neither	N/A
443831012	 10,363 	Jaw pain	Head	neither	N/A
150521017	 10,192 	Pain in limb	Other	neither	N/A
317103014	 9,875 	[D]Nervous and musculoskeletal symptoms	Other	neither	N/A
221721000000116	 9,600 	Pain in thumb	Hand	neither	N/A
1228298012	 9,560 	Arthralgia of multiple joints	Multiple	neither	N/A
75568012	 9,451 	Shoulder pain	Shoulder	neither	N/A
405083016	 8,963 	Wry neck/torticollis	Neck	neither	N/A
165907014	 8,820 	Chest wall pain	Chest	neither	N/A
114543015	 8,658 	Muscle pain	Other	neither	N/A
369388017	 8,448 	Ankle pain	Foot/Ankle	neither	N/A
502061000006113	 8,192 	Backache symptom	Back	neither	N/A
94135011	 8,179 	Pain in wrist	Wrist	neither	N/A
400286017	 7,471 	Backache, unspecified	Back	neither	N/A
455791000006110	 7,308 	Acute thoracic back pain	Back	neither	N/A
503862017	 7,300 	Thigh pain	Leg	neither	N/A
496539011	 6,307 	Hand pain	Hand	neither	N/A
58058010	 6,295 	Coccygodynia	Back	neither	N/A
198184013	 6,121 	Hip joint pain	Hip/Pelvis	neither	N/A
1682431000006119	 5,811 	Wrist pain	Wrist	neither	N/A
317575013	 5,803 	Loin pain	Hip/Pelvis	neither	N/A
230261000006118	 5,715 	Acquired pes planus	Foot/Ankle	neither	N/A
416146018	 5,483 	Mechanical low back pain	Back	neither	N/A
123426014	 5,246 	Elbow pain	Elbow	neither	N/A
407053012	 5,194 	C/O - foot symptom	Foot/Ankle	neither	N/A
710171000006119	 4,643 	Swelling of finger	Hand	neither	N/A
248531000006112	 4,622 	Pain in arm	Arm	neither	N/A
400319017	 4,522 	Soft tissue disorder	Other	neither	N/A
109021000006119	 4,499 	Tendonitis NOS	Other	neither	N/A
815191000006110	 4,437 	Acquired hallux valgus	Foot/Ankle	neither	N/A
442156014	 4,380 	Calf pain	Leg	neither	N/A
400284019	 4,376 	Pain in lumbar spine	Back	neither	N/A
397897014	 4,310 	Ankle swelling	Foot/Ankle	neither	N/A
165836010	 4,128 	Cramp in lower limb	Leg	neither	N/A
310982017	 4,092 	Clicking joint	Other	neither	N/A
165730010	 4,047 	Growing pains	Other	neither	N/A
598331000006118	 4,036 	Costochondritis NOS	Chest	neither	N/A
400283013	 3,956 	Pain in thoracic spine	Back	neither	N/A
311474017	 3,881 	Ganglion and cyst of synovium, tendon and bursa	Other	neither	N/A
359208019	 3,858 	Anterior knee pain	Knee	neither	N/A
252446012	 3,695 	Anterior chest wall pain	Chest	neither	N/A
345241000000114	 3,689 	Pain in coccyx	Back	neither	N/A
317265011	 3,629 	Facial pain	Head	neither	N/A
123425013	 3,546 	Pain in elbow	Elbow	neither	N/A
39291010	 3,441 	Congenital pes planus	Foot/Ankle	neither	N/A
693501000006115	 3,401 	Musculoskeletal pain - joints	Multiple	neither	N/A
853731000006117	 3,254 	Painful right knee	Knee	neither	N/A
437673017	 3,248 	Ganglion of hand	Hand	neither	N/A
370925016	 3,217 	Swollen knee	Knee	neither	N/A
240041000006111	 3,195 	Patellar tendinitis	Knee	neither	N/A
400314010	 3,187 	Myalgia	Other	neither	N/A
400281010	 3,043 	Torticollis	Neck	neither	N/A
454070017	 3,041 	C/O - pain in big toe	Foot/Ankle	neither	N/A
400300010	 3,040 	Tendinitis	Other	neither	N/A
490651000006110	 2,991 	Pes planus	Foot/Ankle	neither	N/A
297707010	 2,873 	Pain in lower limb	Leg	neither	N/A
484753013	 2,838 	Arthralgia of knee	Knee	neither	N/A
310840017	 2,825 	Ankle joint pain	Foot/Ankle	neither	N/A
311394013	 2,795 	Anterior shin splints	Leg	neither	N/A
637511000006115	 2,681 	Elbow joint pain	Elbow	neither	N/A
414623018	 2,643 	Swollen toe	Foot/Ankle	neither	N/A
252296010	 2,587 	Stiff neck	Neck	neither	N/A
5700371000006119	 2,578 	Pain in toe	Foot/Ankle	neither	N/A
252316013	 2,569 	C/O - upper back ache	Back	neither	N/A
411865013	 2,522 	O/E - soft tissue swelling	Other	neither	N/A
398008014	 2,302 	C/O - a chest wall symptom	Chest	neither	N/A
415893017	 2,276 	Acute back pain - lumbar	Back	neither	N/A
437674011	 2,251 	Ganglion of foot	Foot/Ankle	neither	N/A
116373011	 2,197 	Wry neck	Neck	neither	N/A
2548690012	 2,180 	Exostosis	Other	neither	N/A
455801000006111	 2,169 	Acute back pain - unspecified	Back	neither	N/A
310640019	 2,000 	Effusion of knee	Knee	neither	N/A
486238018	 1,997 	Multiple joint pain	Multiple	neither	N/A
624151000006118	 1,777 	Disorder of patella	Knee	neither	N/A
14156061000006115	 1,774 	Pain of knee region	Knee	neither	N/A
252294013	 1,757 	Stiff neck symptom	Neck	neither	N/A
50413010	 1,748 	Tietze's disease	Chest	neither	N/A
483871000006113	 1,709 	Swollen ankle	Foot/Ankle	neither	N/A
311380012	 1,688 	Metatarsalgia	Foot/Ankle	neither	N/A
2476417011	 1,669 	Swollen hand	Hand	neither	N/A
28870010	 1,660 	Prepatellar bursitis	Knee	neither	N/A
437603016	 1,656 	Swollen foot	Foot/Ankle	neither	N/A
76654019	 1,639 	Acquired pectus carinatum	Chest	neither	N/A
496589015	 1,613 	Fallen arches	Foot/Ankle	neither	N/A
310995010	 1,558 	Clicking knee	Knee	neither	N/A
398007016	 1,552 	Symptom: chest wall	Chest	neither	N/A
123444018	 1,543 	Spasmodic torticollis	Neck	neither	N/A
13682017	 1,523 	Trochanteric bursitis	Hip/Pelvis	neither	N/A
1485976019	 1,517 	Acquired pectus excavatum	Chest	neither	N/A
310992013	 1,507 	Clicking hip	Hip/Pelvis	neither	N/A
310826018	 1,425 	Arthralgia of wrist	Wrist	neither	N/A
400305017	 1,392 	Ganglion cyst	Other	neither	N/A
400280011	 1,390 	Torticollis unspecified	Neck	neither	N/A
400345014	 1,384 	Flat foot NOS	Foot/Ankle	neither	N/A
86578011	 1,375 	Acquired genu valgum	Knee	neither	N/A
415888015	 1,374 	Chronic low back pain	Back	neither	N/A
2552628011	 1,358 	Aching muscles	Multiple	neither	N/A
2476418018	 1,342 	Swollen finger	Hand	neither	N/A
317144010	 1,321 	Growing pains in limbs	Multiple	neither	N/A
311416012	 1,248 	Synovitis and tenosynovitis	Other	neither	N/A
734841000006119	 1,241 	Knee locking	Knee	neither	N/A
114111014	 1,236 	Acquired unequal leg length	Leg	neither	N/A
215431000000115	 1,212 	Torticollis - symptom	Neck	neither	N/A
1230691015	 1,209 	Arthralgia of hip	Hip/Pelvis	neither	N/A
4077121000006117	 1,194 	Inguinal pain	Hip/Pelvis	neither	N/A
407052019	 1,155 	C/O - ankle symptom	Foot/Ankle	neither	N/A
620911000006112	 1,115 	Walking disability	Leg	neither	N/A
310993015	 1,114 	Multiple clicking joints	Multiple	neither	N/A
136713011	 1,104 	Chronic pain	Other	neither	N/A
3060241000006112	 1,103 	Pain in the coccyx	Back	neither	N/A
454068014	 1,100 	C/O - pain in toe	Foot/Ankle	neither	N/A
311343018	 1,091 	Tennis elbow	Elbow	neither	N/A
310855014	 1,085 	Arthralgia	Other	neither	N/A
1573941000006111	 1,078 	Thoracic back pain	Back	neither	N/A
398010011	 1,069 	Symptom of ankle or foot	Foot/Ankle	neither	N/A
442155013	 1,066 	Axillary pain	Arm	neither	N/A
312238013	 1,054 	Clavicle pain	Shoulder	neither	N/A
459326017	 1,025 	Swollen thumb	Hand	neither	N/A
14156051000006117	 991 	Pain of joint of knee	Knee	neither	N/A
46720015	 990 	Laxity of ligament	Other	neither	N/A
21633013	 979 	Bone pain	Other	neither	N/A
312274016	 961 	Hammer toe	Foot/Ankle	neither	N/A
400244011	 944 	Shoulder joint pain	Shoulder	neither	N/A
753081000006115	 926 	Knock-kneed	Knee	neither	N/A
939761000006119	 921 	Musculoskeletal pain mild	Other	neither	N/A
251922014	 915 	Chest wall tenderness	Chest	neither	N/A
310639016	 897 	Knee joint effusion	Knee	neither	N/A
137150010	 893 	Baker's cyst	Knee	neither	N/A
494319014	 882 	Retrosternal pain	Chest	neither	N/A
416149013	 865 	Pain in buttock	Hip/Pelvis	neither	N/A
310271019	 859 	Patellofemoral maltracking	Knee	neither	N/A
91936014	 857 	Cramp	Other	neither	N/A
87741000006114	 853 	Acquired trigger finger	Hand	neither	N/A
252450017	 841 	Costal margin chest pain	Chest	neither	N/A
749561000006115	 825 	Lateral epicondylitis of elbow	Elbow	neither	N/A
512242016	 806 	Pain in face	Head	neither	N/A
312116015	 794 	Apophysitis	Other	neither	N/A
2673129012	 788 	Olecranon bursitis	Elbow	neither	N/A
402553012	 779 	O/E - soft tissue abnormality	Other	neither	N/A
317086019	 772 	[D]Pain, generalized	Multiple	neither	N/A
54781000006115	 768 	Wry neck symptom	Neck	neither	N/A
582641000006117	 767 	Congenital valgus deformity of knee	Knee	neither	N/A
158058014	 730 	Intercostal myalgia	Other	neither	N/A
400251019	 714 	Arthralgia of the ankle and foot	Foot/Ankle	neither	N/A
891891000006116	 699 	Pain in left leg	Leg	neither	N/A
598311000006112	 698 	Costochondral joint syndrome	Chest	neither	N/A
400250018	 694 	Arthralgia of the lower leg	Leg	neither	N/A
891881000006119	 694 	Pain in right leg	Leg	neither	N/A
14153011	 682 	Bunionette	Foot/Ankle	neither	N/A
507071014	 675 	Claw toe - acquired	Foot/Ankle	neither	N/A
311455013	 658 	Transient synovitis	Other	neither	N/A
416143014	 658 	Lumbago	Back	neither	N/A
251425018	 655 	Pain in upper limb	Arm	neither	N/A
605971000006115	 654 	Bone cyst	Other	neither	N/A
807451000006115	 654 	Growing pains symptom	Other	neither	N/A
312599016	 645 	Spinal fusion	Back	neither	N/A
373033016	 640 	Knee gives way	Knee	neither	N/A
359560012	 626 	Tenosynovitis of wrist	Wrist	neither	N/A
310997019	 617 	Clicking ankle	Foot/Ankle	neither	N/A
130158018	 617 	Ganglion of joint	Other	neither	N/A
372654019	 616 	Pes cavus	Foot/Ankle	neither	N/A
311744014	 595 	Tender heel pad	Foot/Ankle	neither	N/A
312303013	 591 	Persistent femoral anteversion	Hip/Pelvis	neither	N/A
310803013	 587 	Hand joint pain	Hand	neither	N/A
400297017	 583 	Bursitis of knee	Knee	neither	N/A
75415016	 581 	Infrapatellar bursitis	Knee	neither	N/A
310940016	 581 	Knee joint finding	Knee	neither	N/A
5887131000006115	 566 	Pain in calf	Leg	neither	N/A
713261000006110	 562 	Medial epicondylitis of elbow	Elbow	neither	N/A
400301014	 546 	Exostosis of unspecified site	Other	neither	N/A
400304018	 545 	Bursitis	Other	neither	N/A
400302019	 530 	Tenosynovitis	Hand	neither	N/A
2649445015	 529 	Iliotibial band friction syndrome	Leg	neither	N/A
454069018	 527 	C/O - pain in hallux	Foot/Ankle	neither	N/A
400289012	 525 	Disorder of back	Back	neither	N/A
372797015	 520 	Stiff neck NOS	Neck	neither	N/A
310792015	 517 	Arthralgia of unspecified site	Other	neither	N/A
317427018	 515 	[D]Anterior chest wall pain	Chest	neither	N/A
318040019	 490 	[X]Other chronic pain	Multiple	neither	N/A
111967016	 484 	Instability of joint	Other	neither	N/A
2579112017	 478 	C/O - lumbar pain	Back	neither	N/A
221671000006119	 476 	Polyarthropathy	Multiple	neither	N/A
312265018	 474 	Hypermobile flat foot	Foot/Ankle	neither	N/A
310856010	 469 	Joint stiffness	Other	neither	N/A
312294013	 468 	Flexion deformity of finger	Hand	neither	N/A
452701000006110	 468 	Ache in joint	Other	neither	N/A
891901000006117	 465 	Pain in right arm	Arm	neither	N/A
334283017	 464 	Achilles bursitis	Foot/Ankle	neither	N/A
310802015	 463 	Arthralgia of the hand	Hand	neither	N/A
311686012	 463 	Other soft tissue disorders	Other	neither	N/A
132837018	 460 	Swelling of limb	Other	neither	N/A
2968012	 450 	Locked knee	Knee	neither	N/A
311701010	 450 	Myositis	Other	neither	N/A
311681019	 438 	Spasm of back muscles	Back	neither	N/A
407048019	 434 	C/O - a back symptom	Hip/Pelvis	neither	N/A
800781000006116	 434 	Generalised aches and pains	Multiple	neither	N/A
20001010	 429 	Snapping hip	Hip/Pelvis	neither	N/A
256003019	 423 	O/E - finger joint abnormal	Hand	neither	N/A
406696011	 421 	Swollen joint	Other	neither	N/A
400318013	 416 	Finding of limb structure	Other	neither	N/A
256013010	 412 	O/E - joint swelling	Other	neither	N/A
253293011	 412 	Symptom: lower limb	Leg	neither	N/A
493021000006115	 411 	Arthropathy NOS	Other	neither	N/A
140831000006110	 410 	Shoulder tendonitis	Shoulder	neither	N/A
1784692011	 409 	Juvenile dermatomyositis	Other	neither	N/A
453781000006111	 408 	Acquired deformity of toe	Foot/Ankle	neither	N/A
1232667017	 406 	Acquired cavovarus foot deformity	Foot/Ankle	neither	N/A
5606021000006110	 403 	Toe swelling	Foot/Ankle	neither	N/A
359759017	 394 	Costochondritis NOS	Chest	neither	N/A
493439016	 381 	Trigger thumb	Hand	neither	N/A
80525019	 381 	Congenital dislocation of hip	Hip/Pelvis	neither	N/A
5669011	 370 	Joint crepitus	Other	neither	N/A
311417015	 365 	Synovitis or tenosynovitis NOS	Other	neither	N/A
32624019	 362 	Ganglion of tendon sheath	Other	neither	N/A
496608016	 361 	Golfer's elbow	Elbow	neither	N/A
311485015	 344 	Ganglion of ankle	Foot/Ankle	neither	N/A
411303010	 343 	Short Achilles tendon	Foot/Ankle	neither	N/A
312465016	 342 	Acquired spondylolisthesis	Back	neither	N/A
311325017	 339 	Supraspinatus tendinitis	Shoulder	neither	N/A
5836761000006118	 332 	Foot swelling	Foot/Ankle	neither	N/A
5861961000006118	 328 	Swelling of hand	Hand	neither	N/A
311279012	 327 	Coccyx disorder NOS	Back	neither	N/A
764251000006114	 324 	Foot-drop	Foot/Ankle	neither	N/A
311445014	 318 	Extensor tenosynovitis of wrist	Wrist	neither	N/A
892611000006119	 316 	Flat foot - pes planus	Foot/Ankle	neither	N/A
400905013	 312 	Longitudinal deficiency of lower limb	Leg	neither	N/A
253258016	 308 	C/O: stiffness	Other	neither	N/A
310246017	 301 	Discoid lateral meniscus	Knee	neither	N/A
311272015	 301 	Sacroiliac disorder	Back	neither	N/A
402551014	 301 	O/E - shoulder joint abnormal	Shoulder	neither	N/A
523531000006112	 299 	Boutonniere deformity of finger	Hand	neither	N/A
451408018	 291 	O/E - Right foot deformity	Foot/Ankle	neither	N/A
2725761000000117	 291 	Pain in upper arm	Arm	neither	N/A
400259017	 288 	Joint problem	Other	neither	N/A
312286018	 287 	Acquired toe deformity NOS	Foot/Ankle	neither	N/A
400245012	 284 	Arthralgia of the shoulder region	Shoulder	neither	N/A
91871010	 276 	Calcaneal spur	Foot/Ankle	neither	N/A
2475502016	 276 	Crick in neck	Neck	neither	N/A
1481722018	 265 	Joint effusion	Other	neither	N/A
400249018	 264 	Arthralgia of the pelvic region and thigh	Hip/Pelvis	neither	N/A
312460014	 263 	Acquired deformity of chest wall	Chest	neither	N/A
111791000006117	 261 	Swollen lower leg	Leg	neither	N/A
312281011	 257 	Acquired mallet toe	Foot/Ankle	neither	N/A
314429013	 257 	Congenital dislocation and subluxation of the hip	Hip/Pelvis	neither	N/A
124541000006110	 257 	Subluxation of joint	Other	neither	N/A
311384015	 253 	Tibialis posterior tendinitis	Leg	neither	N/A
311353017	 252 	Adductor tendinitis	Hip/Pelvis	neither	N/A
96831000006114	 245 	Tibial torsion	Leg	neither	N/A
310983010	 244 	Clicking shoulder	Shoulder	neither	N/A
373007012	 244 	Hand cramps	Hand	neither	N/A
611201000006119	 243 	Acquired deformity of clavicle	Shoulder	neither	N/A
137149010	 242 	Synovial cyst of popliteal space	Knee	neither	N/A
439689014	 240 	Shoulder joint unstable	Shoulder	neither	N/A
710181000006116	 239 	Finger trigger	Hand	neither	N/A
5138551000006118	 237 	Disorder of patellofemoral joint	Knee	neither	N/A
310934011	 236 	Wrist symptom	Wrist	neither	N/A
105778017	 235 	Internal derangement of knee joint	Knee	neither	N/A
312350016	 235 	Chronic instability of knee	Knee	neither	N/A
256005014	 235 	O/E - knee joint abnormal	Knee	neither	N/A
406699016	 234 	Ankle instability	Foot/Ankle	neither	N/A
312334012	 232 	Acquired pronated forefoot	Foot/Ankle	neither	N/A
411284017	 231 	Aching leg syndrome	Leg	neither	N/A
45014017	 228 	Subungual exostosis	Other	neither	N/A
256101015	 227 	O/E-soft tissue swelling-local	Other	neither	N/A
76993014	 221 	Chondritis	Other	neither	N/A
310931015	 217 	Disorder of acromioclavicular joint	Shoulder	neither	N/A
252586019	 217 	Right subcostal pain	Chest	neither	N/A
5887111000006114	 216 	Pain in axilla	Shoulder	neither	N/A
311345013	 215 	Biceps tendinitis	Arm	neither	N/A
416128012	 215 	Pain in cervical spine	Neck	neither	N/A
400892016	 213 	Congenital valgus deformity of foot	Foot/Ankle	neither	N/A
398006013	 211 	Symptom: head/neck	Neck	neither	N/A
1776211019	 210 	Dermatomyositis	Other	neither	N/A
413691000006112	 209 	Disorder of soft tissue	Other	neither	N/A
107916018	 208 	Acquired genu varum	Knee	neither	N/A
88489011	 207 	Peroneal tendinitis	Knee	neither	N/A
312565019	 207 	Disorder of patella	Knee	neither	N/A
311487011	 206 	Ganglion of flexor tendon sheath of finger	Hand	neither	N/A
252317016	 204 	Backache symptom NOS	Back	neither	N/A
310822016	 203 	Arthralgia of elbow	Elbow	neither	N/A
311439018	 201 	Tenosynovitis of foot	Foot/Ankle	neither	N/A
311193010	 197 	Disorder of cervical spine	Neck	neither	N/A
310880014	 197 	Multiple stiff joints	Multiple	neither	N/A
30877015	 194 	Acquired deformity of nose	Head	neither	N/A
256014016	 194 	O/E - swelling - joint	Other	neither	N/A
312186013	 193 	Aneurysmal bone cyst	Other	neither	N/A
311492013	 191 	Ganglion and synovial cyst	Other	neither	N/A
890661000006115	 187 	Painful Shoulder	Shoulder	neither	N/A
419523013	 186 	Subungual exostosis of great toe	Foot/Ankle	neither	N/A
372799017	 185 	Back stiffness	Back	neither	N/A
36572013	 182 	Radial styloid tenosynovitis	Wrist	neither	N/A
256029019	 182 	O/E - joint movement painful	Other	neither	N/A
256023018	 180 	O/E - reduced joint movement	Other	neither	N/A
419883015	 180 	Swelling of calf	Leg	neither	N/A
312351017	 179 	Flexion deformity	Other	neither	N/A
5865551000006112	 179 	Knee joint valgus deformity	Knee	neither	N/A
373031019	 179 	Unstable knee	Knee	neither	N/A
491941000006112	 178 	Arthralgia of sacroiliac joint	Hip/Pelvis	neither	N/A
256016019	 178 	O/E - joint effusion present	Other	neither	N/A
1638641000006119	 177 	Musculoskeletal symptom	Other	neither	N/A
891281000006115	 175 	Ganglion/synov.cyst - wrist	Wrist	neither	N/A
5529171000006118	 175 	Joint swelling	Other	neither	N/A
222191000000111	 175 	Retrosternal chest pain	Chest	neither	N/A
400248014	 174 	Arthralgia of the forearm	Arm	neither	N/A
309400018	 174 	Arthropathy	Other	neither	N/A
492459010	 174 	Morning stiffness - joint	Other	neither	N/A
828611000006114	 173 	Housemaids' knee	Knee	neither	N/A
311224016	 169 	Disorder of neck	Neck	neither	N/A
1682441000006112	 168 	Cervicalgia	Neck	neither	N/A
256100019	 168 	O/E - soft tissue swelling-gen	Other	neither	N/A
13498591000006113	 167 	Pain in upper arm	Arm	neither	N/A
111401000006119	 164 	Swan-neck deformity of finger	Hand	neither	N/A
113561000006116	 164 	Synovitis of knee	Knee	neither	N/A
109031000006116	 163 	Tendonitis of thumb	Hand	neither	N/A
135221013	 162 	Loose body in knee	Knee	neither	N/A
359536013	 161 	Bone spur	Other	neither	N/A
1229336018	 156 	Acquired equinus foot deformity	Foot/Ankle	neither	N/A
987141000006115	 155 	Bipartite patella	Knee	neither	N/A
400941013	 154 	Congenital musculoskeletal anomalies NOS	Multiple	neither	N/A
359590017	 153 	Suprapatellar bursitis	Knee	neither	N/A
311457017	 152 	Synovitis of hip	Hip/Pelvis	neither	N/A
312504018	 151 	Musculoskeletal disorder	Other	neither	N/A
311653013	 150 	Contracture of hamstring(s)	Leg	neither	N/A
312001000000116	 149 	Synovitis	Other	neither	N/A
311225015	 149 	Back problem	Back	neither	N/A
310929012	 147 	Finding of shoulder region	Shoulder	neither	N/A
372793016	 144 	Wrist stiff	Wrist	neither	N/A
255998014	 140 	O/E - elbow joint abnormal	Elbow	neither	N/A
2475754012	 139 	Lateral meniscus derangement	Knee	neither	N/A
310986019	 138 	Clicking elbow	Elbow	neither	N/A
131285010	 135 	Sprengel's deformity	Shoulder	neither	N/A
137941000006113	 134 	Temporomandibular joint click	Head	neither	N/A
314473012	 133 	Congenital varus deformity of foot	Foot/Ankle	neither	N/A
359847012	 132 	Disorder of spinal region	Back	neither	N/A
310914010	 131 	Other joint symptoms of the hand	Hand	neither	N/A
255999018	 130 	O/E - wrist joint abnormal	Wrist	neither	N/A
312573011	 129 	[X]Disorder of patella, unspecified	Knee	neither	N/A
219601000000110	 128 	Hip snapping	Hip/Pelvis	neither	N/A
41385012	 127 	Myofascial pain syndrome	Multiple	neither	N/A
310942012	 127 	Symptom of ankle	Foot/Ankle	neither	N/A
312300011	 126 	Acquired finger deformity NOS	Hand	neither	N/A
221631000000112	 125 	Adductor tendonitis	Other	neither	N/A
48884013	 125 	Trochanteric tendinitis	Hip/Pelvis	neither	N/A
713281000006117	 124 	Derangement medial meniscus	Knee	neither	N/A
312462018	 121 	Acquired rib deformity, unspecified	Chest	neither	N/A
2402821000000112	 120 	Lumber disc bulge	Back	neither	N/A
312349016	 120 	Acquired external tibial torsion	Leg	neither	N/A
256004013	 120 	O/E - hip joint abnormal	Hip/Pelvis	neither	N/A
311277014	 119 	Unspecified disorder of the coccyx	Back	neither	N/A
310819018	 118 	Arthralgia of acromioclavicular joint	Shoulder	neither	N/A
419882013	 118 	Swollen calf	Leg	neither	N/A
311475016	 117 	Synovial cyst	Other	neither	N/A
311483010	 117 	Ganglion of knee	Knee	neither	N/A
312322016	 116 	Acquired valgus heel	Foot/Ankle	neither	N/A
118437011	 115 	Myxoid cyst	Other	neither	N/A
891271000006118	 115 	Ganglion/synov.cyst - hand	Hand	neither	N/A
311448011	 114 	Achilles tenosynovitis	Foot/Ankle	neither	N/A
371011000006114	 114 	Somatoform pain disorder	Other	neither	N/A
317263016	 114 	Symptom of head and neck region	Head	neither	N/A
256026014	 112 	O/E - reduced movement of wrist	Wrist	neither	N/A
456085014	 111 	Cyst of tendon sheath	Other	neither	N/A
311447018	 111 	Extensor tenosynovitis of thumb	Hand	neither	N/A
359871017	 110 	Other deformity of bone	Other	neither	N/A
310839019	 110 	Arthralgia of ankle	Foot/Ankle	neither	N/A
312278018	 109 	Crossover toe	Foot/Ankle	neither	N/A
312182010	 107 	Solitary bone cyst	Other	neither	N/A
311387010	 107 	Plantar fascial fibromatosis	Foot/Ankle	neither	N/A
3957951000006119	 107 	Congenital genu valgum	Knee	neither	N/A
311396010	 106 	Enthesopathy	Other	neither	N/A
2164079010	 105 	Ligament disorders	Other	neither	N/A
28257010	 105 	Knuckle pads	Hand	neither	N/A
411840011	 105 	O/E - painful arc	Shoulder	neither	N/A
312494011	 105 	Other specified musculoskeletal disorders	Other	neither	N/A
400262019	 104 	Other joint symptoms of the lower leg	Leg	neither	N/A
310938014	 103 	Other symptoms - hip	Hip/Pelvis	neither	N/A
253291013	 103 	Symptom: upper limb	Arm	neither	N/A
252312010	 102 	Backache with radiation	Back	neither	N/A
378065015	 102 	Bow legs	Leg	neither	N/A
400263012	 102 	Arthralgia of the ankle and/or foot	Foot/Ankle	neither	N/A
39292015	 102 	Congenital flat foot	Foot/Ankle	neither	N/A
359542012	 101 	Painful arc syndrome	Shoulder	neither	N/A
122681000006110	 101 	Subacromial bursitis	Shoulder	neither	N/A
140171000006117	 101 	Acquired shortening of Achilles tendon	Foot/Ankle	neither	N/A
256038017	 101 	O/E - joint stiffness	Other	neither	N/A
256006010	 101 	O/E - locked knee	Knee	neither	N/A
310511012	 98 	Equinus contracture of the ankle	Foot/Ankle	neither	N/A
295191000006117	 98 	[D]Face ache	Head	neither	N/A
310629010	 98 	Effusion of elbow	Elbow	neither	N/A
256054019	 98 	O/E - lumbar spine abnormal	Back	neither	N/A
588621000006114	 97 	Talipes valgus	Foot/Ankle	neither	N/A
312571013	 97 	[X]Other instability of joint	Other	neither	N/A
440239018	 96 	Bow legged	Leg	neither	N/A
11065011	 96 	Residual foreign body in soft tissue	Other	neither	N/A
311442012	 95 	Flexor tenosynovitis of wrist	Wrist	neither	N/A
311655018	 95 	Contracture of tendo achilles	Foot/Ankle	neither	N/A
856151000006116	 95 	Right hip clicks	Hip/Pelvis	neither	N/A
215561000000112	 94 	Swelling of joint - effusion	Other	neither	N/A
311177018	 93 	Disorder of lumbar disc	Back	neither	N/A
256050011	 93 	O/E - spine abnormal	Back	neither	N/A
5142451000006118	 92 	Synovial cyst of knee	Knee	neither	N/A
312315012	 92 	Flexion deformity of knee	Knee	neither	N/A
310988018	 92 	Clicking wrist	Wrist	neither	N/A
312347019	 91 	Deformity of knee joint	Knee	neither	N/A
311634015	 90 	Other fibromatoses	Other	neither	N/A
455771000006114	 90 	Acute low back pain	Back	neither	N/A
4816191000006111	 90 	Lateral epicondylitis	Elbow	neither	N/A
857221000006118	 89 	Left hip clicks	Hip/Pelvis	neither	N/A
221641000000115	 88 	Supraspinatus tendonitis	Shoulder	neither	N/A
311438014	 88 	Tenosynovitis of ankle	Foot/Ankle	neither	N/A
146974019	 88 	Acquired hammer toe, other than great toe	Foot/Ankle	neither	N/A
311383014	 87 	Tibialis anterior tendinitis	Leg	neither	N/A
253931000006113	 86 	Overriding fifth toe	Foot/Ankle	neither	N/A
314494010	 85 	Valgus deformity of foot	Foot/Ankle	neither	N/A
439051015	 84 	Locked temporomandibular joint	Head	neither	N/A
310930019	 84 	Other symptoms in sternoclavicular joint	Shoulder	neither	N/A
312314011	 83 	Acquired knee deformity NOS	Knee	neither	N/A
127281000006111	 83 	Finger joint stiff	Hand	neither	N/A
310932010	 83 	Other symptoms - elbow	Elbow	neither	N/A
314845015	 82 	Congenital anomaly of the hand	Hand	neither	N/A
