medcodeid	freq	final_term	originalreadcode	snomedctconceptid	site
131401000006111	384	Sprain of lateral collateral ligament of knee	S5400	35726004	Knee
493439016	381	Trigger thumb	N2203-1	42786005	Hand
80525019	381	Congenital dislocation of hip	PE30	48334007	Hip/Pelvis
633361000006118	379	Congenital dysplasia of the hip	PE34	52781008	Hip/Pelvis
5669011	370	Joint crepitus	N096-1	2764000	Other
325395018	369	[X]Injuries to the elbow and forearm	Syu5	125597008	Arm
311417015	365	Synovitis or tenosynovitis NOS	N2200	202900007	Other
32624019	362	Ganglion of tendon sheath	N2242	19354008	Other
496608016	361	Golfer's elbow	N2131-1	53286005	Elbow
896231000006112	360	Sprain - wrist	S52-99	209436000	Wrist
411296012	358	Dislocation of radius - distal	S4300-2	275329003	Wrist
461541016	351	[Q] Osteochondral	Zw023	316885008	Other
3141251000006116	350	Whiplash injury to neck	^ESCTWH314125	39848009	Neck
320305014	349	Neck sprain NOS	S570z	209557005	Neck
784571000006116	348	Impingement syndrome of shoulder region	N2124	239960007	Shoulder
1777368010	346	Avascular necrosis of bone	N334	397758007	Other
5652861000006115	345	Strain of tendon of medial thigh muscle	^ESCTST565286	281543009	Leg
311485015	344	Ganglion of ankle	N2248	202945006	Foot/Ankle
411303010	343	Short Achilles tendon	N22y0-1	275336002	Foot/Ankle
312465016	342	Acquired spondylolisthesis	N384	203681002	Back
320257011	341	Leg sprain NOS	S54z	262994004	Leg
311325017	339	Supraspinatus tendinitis	N2113	202841003	Shoulder
324040013	335	Other injury NOS	SK1z	417163006	Other
5460041000006118	333	Dislocation of patellofemoral joint	^ESCTDI546004	263029007	Knee
5836761000006118	332	Foot swelling	^ESCTFO583676	297142003	Foot/Ankle
9611013	329	Recurrent dislocation of joint	N083	5137004	Other
5861961000006118	328	Swelling of hand	^ESCTSW586196	299037003	Hand
311279012	327	Coccyx disorder NOS	N147z	61296009	Back
764251000006114	324	Foot-drop	N36A	6077001	Foot/Ankle
130721000006116	321	Strain of gastrocnemius tendon	S54x1	269138001	Leg
311445014	318	Extensor tenosynovitis of wrist	N220D	202914007	Wrist
476266016	316	Strain of neck muscle	ESCTST7	360450007	Neck
892611000006119	316	Flat foot - pes planus	N34-99	53226007	Foot/Ankle
400905013	312	Longitudinal deficiency of lower limb	PF30	66078008	Leg
41386013	309	Fibromyalgia	N248	203082005	Multiple
253258016	308	C/O: stiffness	1D12	162411004	Other
310246017	301	Discoid lateral meniscus	N071B	202099003	Knee
311272015	301	Sacroiliac disorder	N1466	202805003	Back
402551014	301	O/E - shoulder joint abnormal	2H23	268991001	Shoulder
523531000006112	299	Boutonniere deformity of finger	N3621	43234007	Hand
359310019	293	Juvenile arthritis in psoriasis	N0452	239803008	Other
131351000006115	291	Strain of hamstring tendon	S535	209509004	Leg
2725761000000117	291	Pain in upper arm	^ESCT1171528	1088071000000108	Arm
451408018	291	O/E - Right foot deformity	2G58	308103003	Foot/Ankle
87820017	291	Congenital hip dysplasia	PF631	52781008	Hip/Pelvis
400259017	288	Joint problem	N096	298266002	Other
312286018	287	Acquired toe deformity NOS	N35z	42251007	Foot/Ankle
320205011	285	Volar plate injury, finger, metacarpophalangeal joint	S523A	209488007	Hand
311132015	284	Prolapsed lumbar intervertebral disc	N122-1	202708005	Back
400245012	284	Arthralgia of the shoulder region	N0941	267949000	Shoulder
899331000006111	283	Foot injury	SK173-99	628791000000105	Foot/Ankle
16833013	280	Ankylosing spondylitis	N100	9631008	Back
311320010	279	Rotator cuff syndrome	N211	4106009	Shoulder
159821000006119	278	Sprain of ligament of sacroiliac joint	S561	12519004	Back
320560015	278	Sprained rib	S5y3z	209799008	Chest
518891000006113	277	Blount's disease	N3242	79353000	Knee
2475502016	276	Crick in neck	N13y2	161882006	Neck
91871010	276	Calcaneal spur	N2177	55260003	Foot/Ankle
289841000006115	273	Juvenile osteochondrosis of lower extremity	N324	355208009	Leg
13899011000006111	272	Dislocation of knee joint	^ESCT1389901	157266009	Knee
1816911000006113	271	Irritable hip	N220Y	301813003	Hip/Pelvis
312089015	271	Juvenile apophysitis	N3260	29321007	Other
400326017	267	Juvenile osteochondritis of the hip and pelvis	N321	268022000	Hip/Pelvis
1481722018	265	Joint effusion	N090	387637008	Other
400249018	264	Arthralgia of the pelvic region and thigh	N0945	267952008	Hip/Pelvis
312460014	263	Acquired deformity of chest wall	N383	449466007	Chest
14091391000006118	262	Reflex sympathetic dystrophy	^ESCT1409139	734947007	Other
111791000006117	261	Swollen lower leg	N2470-2	281792000	Leg
325447014	261	Contusion of lower leg	Syu80	45613006	Leg
312597019	260	Acquired scoliosis	Nyu54	111266001	Back
124541000006110	257	Subluxation of joint	S4-2	263031003	Other
312281011	257	Acquired mallet toe	N358	724285006	Foot/Ankle
314429013	257	Congenital dislocation and subluxation of the hip	PE3	48334007	Hip/Pelvis
359863016	255	Spondylolysis	N388	240221008	Back
311384015	253	Tibialis posterior tendinitis	N2176	202881005	Leg
311353017	252	Adductor tendinitis	N2156	202863007	Hip/Pelvis
325334017	250	Chest injury	Syu2	262525000	Chest
320271015	249	Foot sprain, unspecified	S5510	49388007	Foot/Ankle
118450012	248	Congenital kyphosis	PG18	71311003	Back
178465011	246	Arthrogryposis	N2330	111246005	Other
96831000006114	245	Tibial torsion	N36y-1	249785006	Leg
310983010	244	Clicking shoulder	N0990	202597009	Shoulder
373007012	244	Hand cramps	N247z-1	250082003	Hand
611201000006119	243	Acquired deformity of clavicle	N36y3	111271008	Shoulder
137149010	242	Synovial cyst of popliteal space	N224A	82675004	Knee
439689014	240	Shoulder joint unstable	N08yB	298854003	Shoulder
710181000006116	239	Finger trigger	N2203-3	1539003	Hand
312091011	238	Juvenile osteochondritis	N3262	19579005	Other
219011000000115	237	Rheumatology disorder monitoring	66H	268524007	Other
5138551000006118	237	Disorder of patellofemoral joint	^ESCTDI513855	239732001	Knee
310934011	236	Wrist symptom	N096F	441591007	Wrist
105778017	235	Internal derangement of knee joint	N07	63643000	Knee
256005014	235	O/E - knee joint abnormal	2H29	164516006	Knee
312350016	235	Chronic instability of knee	N3682	203597000	Knee
189471000006112	234	Recurrent dislocation of shoulder - anterior	N083A	202210006	Shoulder
406699016	234	Ankle instability	N0967-1	813001	Foot/Ankle
391135014	233	Dislocation of radial head	S424	263023008	Shoulder
131461000006112	232	Strain of patellar tendon	S534	209508007	Knee
312334012	232	Acquired pronated forefoot	N367M	203588004	Foot/Ankle
359855017	231	Intervertebral disc prolapse	N123-1	73589001	Back
411284017	231	Aching leg syndrome	N2452-1	275318002	Leg
502690012	230	Pauciarticular onset juvenile chronic arthritis	N0456	74391003	Other
221451000000115	228	Connective tissue disease	N-1	105969002	Other
312594014	228	Kyphosis deformity of spine	Nyu51	414564002	Back
45014017	228	Subungual exostosis	N21z4	26904005	Other
256101015	227	O/E-soft tissue swelling-local	2HC3	164600000	Other
319560013	226	Acute meniscal tear, medial, posterior horn	S4601	208916003	Knee
391056014	225	Rectus muscle sprain	S5z-4	262962009	Hip/Pelvis
150085018	222	Gout	C34	90560007	Other
733661000006118	222	Degeneration of lumbar intervertebral disc	N127	26538006	Back
76993014	221	Chondritis	N33zJ	46176001	Other
192631000006118	219	Reactive arthritis	N038	67224007	Other
252586019	217	Right subcostal pain	1974	162048001	Chest
310931015	217	Disorder of acromioclavicular joint	N096C	699467005	Shoulder
5887111000006114	216	Pain in axilla	^ESCTPA588711	300953009	Shoulder
311345013	215	Biceps tendinitis	N2134	202856007	Arm
416128012	215	Pain in cervical spine	N131-1	279029001	Neck
55628018	215	Psoriatic arthritis	M160-1	33339001	Other
320207015	214	Volar plate injury, finger, distal interphalangeal joint	S523C	209490008	Hand
334287016	213	Haglund's deformity	N2173-1	55260003	Foot/Ankle
400892016	213	Congenital valgus deformity of foot	PE6z	22099008	Foot/Ankle
398006013	211	Symptom: head/neck	1D21	267106000	Neck
568881000006114	211	Closed traumatic subluxation acromioclavicular joint	S4121	208775003	Shoulder
1776211019	210	Dermatomyositis	N003	396230008	Other
320131015	210	Sprain of upper extremity	S50z	123536004	Arm
413691000006112	209	Disorder of soft tissue	NyuAA	19660004	Other
107916018	208	Acquired genu varum	N3641	64925008	Knee
7912010	208	Osteomalacia	C28-1	4598005	Other
131391000006114	207	Sprain of interphalangeal joint of toe	S5513	24864009	Foot/Ankle
312565019	207	Disorder of patella	Nyu36	721291009	Knee
88489011	207	Peroneal tendinitis	N2178	53208009	Knee
311487011	206	Ganglion of flexor tendon sheath of finger	N2249	202947003	Hand
5658961000006113	206	Soft tissue injury	^ESCTSO565896	282026002	Other
359292012	205	Seronegative rheumatoid arthritis	N040P	239792003	Other
252317016	204	Backache symptom NOS	16CZ	161891005	Back
310822016	203	Arthralgia of elbow	N094D	202480001	Elbow
311439018	201	Tenosynovitis of foot	N2207	202908000	Foot/Ankle
158621000006114	200	Rupture of Achilles tendon	S5V0	429513001	Foot/Ankle
31121000006117	198	Osteochondritis of knee	N32z2-1	70736000	Knee
314445010	198	Bilateral dysplastic hip	PE341	205057007	Hip/Pelvis
359432012	198	Lumbar spondylosis	N114-2	239880009	Back
391102016	198	Sprain of joint	S5z-1	105611005	Other
99770017	198	Sprain of cruciate ligament of knee	S542	60058008	Knee
310880014	197	Multiple stiff joints	N0959	202510005	Multiple
311193010	197	Disorder of cervical spine	N13	128049000	Neck
319561012	196	Acute meniscal tear, medial, bucket handle tear	S4602	208917007	Knee
402909010	196	Other shoulder sprain	S50w	3199001	Shoulder
256014016	194	O/E - swelling - joint	2H3-1	164524001	Other
30877015	194	Acquired deformity of nose	N380	18283000	Head
312186013	193	Aneurysmal bone cyst	N3322	203468000	Other
319572019	193	Tear of meniscus of knee	S462	239720000	Knee
323959019	192	Other shoulder and upper arm injury NOS	SK12z	699062006	Arm
311492013	191	Ganglion and synovial cyst	N224z	240205003	Other
320162016	191	Sprain ulnar collateral ligament	S520F	209453007	Wrist
559621000000119	189	Suspected inflammatory arthritis	1JG	431956005	Other
312188014	187	Fibrous cortical defect	N3324	203470009	Other
312195017	187	Avascular necrosis of the head of femur	N3342	203476003	Hip/Pelvis
890661000006115	187	Painful Shoulder	N0941-99	267949000	Shoulder
419523013	186	Subungual exostosis of great toe	N21z5	281498002	Foot/Ankle
372799017	185	Back stiffness	N149	249921008	Back
221771000000117	184	Calve - Perthes' disease	N3211-1	111255008	Hip/Pelvis
424381012	183	Strain of calf muscle	ESCTST13	285395009	Leg
256029019	182	O/E - joint movement painful	2H45	164539000	Other
36572013	182	Radial styloid tenosynovitis	N2204	21794005	Wrist
2472449013	181	Juvenile seronegative polyarthritis	N0451	410797009	Multiple
323993015	181	Knee, leg, ankle and foot injuries NOS	SK17z	127279002	Leg
256023018	180	O/E - reduced joint movement	2H43	164533004	Other
419883015	180	Swelling of calf	N2470-1	281792000	Leg
312351017	179	Flexion deformity	N369	203598005	Other
330547017	179	Traumatic injury	TGyz1	417746004	Other
373031019	179	Unstable knee	N0966-2	250102002	Knee
5865551000006112	179	Knee joint valgus deformity	^ESCTKN586555	299330008	Knee
256016019	178	O/E - joint effusion present	2H32	164526004	Other
394571000006116	178	Chronic arthritis of juvenile onset	Nyu16	410793008	Other
491941000006112	178	Arthralgia of sacroiliac joint	N094L	202487003	Hip/Pelvis
1638641000006119	177	Musculoskeletal symptom	EMISNQMU15	84869007	Other
312607015	176	Lordosis deformity of spine	Nyu5A	61960001	Back
320260016	176	Sprain, ankle joint, medial	S5501	209531007	Foot/Ankle
222191000000111	175	Retrosternal chest pain	R0650-1	4568003	Chest
5529171000006118	175	Joint swelling	^ESCTJO552917	271771009	Other
891281000006115	175	Ganglion/synov.cyst - wrist	N224-95	202936005	Wrist
309400018	174	Arthropathy	N0	399269003	Other
400248014	174	Arthralgia of the forearm	N0943	267950000	Arm
492459010	174	Morning stiffness - joint	1D17	40144003	Other
828611000006114	173	Housemaids' knee	N2225	17059001	Knee
320234017	171	Sprain of hip	S53w	17883008	Hip/Pelvis
324018016	171	Injury of muscle and tendon at ankle and foot level	SK1F	212475003	Foot/Ankle
311224016	169	Disorder of neck	N13z	118939000	Neck
1682441000006112	168	Cervicalgia	N138	81680005	Neck
256100019	168	O/E - soft tissue swelling-gen	2HC2	164599003	Other
13498591000006113	167	Pain in upper arm	^ESCT1349859	771083005	Arm
1464018	167	Monoarthritis	N066	699462004	Other
587321000006118	166	Non-traumatic acute slipped upper femoral epiphysis	N3220	203374004	Hip/Pelvis
369383014	165	Facet joint syndrome	N14y-1	247369005	Back
111401000006119	164	Swan-neck deformity of finger	N3622	23060008	Hand
113561000006116	164	Synovitis of knee	N220z-2	239817004	Knee
109031000006116	163	Tendonitis of thumb	N2205-4	67801009	Hand
135221013	162	Loose body in knee	N073	81512004	Knee
1770781000006114	162	Impingement syndrome of hip	N215B-1	432473000	Hip/Pelvis
568371000006118	162	Closed traumatic dislocation of joint of finger	S440z	75137002	Hand
131411000006114	161	Sprain, knee joint, medial collateral	S5410	81902001	Knee
312421012	161	Idiopathic kyphoscoliosis	N3731	203640005	Back
359536013	161	Bone spur	N21z3-1	235231000119100	Other
445004010	161	Dislocation of temporomandibular joint	S40-3	302964004	Head
38401000006113	158	Other and unspecified kyphosis	N374X	414564002	Other
1229336018	156	Acquired equinus foot deformity	N3672	37718006	Foot/Ankle
319931012	156	Other dislocation NOS	S49z	108367008	Other
987141000006115	155	Bipartite patella	PF645	79214007	Knee
400941013	154	Congenital musculoskeletal anomalies NOS	PGz	73573004	Multiple
320291010	153	Sacroiliac sprain NOS	S56z	12519004	Back
359590017	153	Suprapatellar bursitis	N216z-1	240003004	Knee
2923791000006111	152	Slipped upper femoral epiphysis	^ESCTSL292379	26460006	Hip/Pelvis
311457017	152	Synovitis of hip	N220S	202926002	Hip/Pelvis
402881012	152	Dislocation or subluxation of jaw	S40	302964004	Head
485824011	152	Kohler's disease - osteochondrosis of tarsal navicular	N3256	34359005	Foot/Ankle
1786699016	151	Frozen shoulder	N210-2	399114005	Shoulder
312504018	151	Musculoskeletal disorder	N3z	928000	Other
568101000006114	151	Closed traumatic dislocation acromioclavicular joint	S4104	208759001	Shoulder
2159844013	150	Rheumatoid arthritis particle agglutination test	43b9	1010071000000108	Other
311653013	150	Contracture of hamstring(s)	N238F	203074005	Leg
319375018	150	Closed traumatic dislocation of shoulder	S410	208754006	Shoulder
311225015	149	Back problem	N14	302258001	Back
312001000000116	149	Synovitis	N220T	416209007	Other
5459701000006116	149	Sprain of toe joint	^ESCTSP545970	262998001	Foot/Ankle
1591381000006114	148	Mixed connective tissue disease	Nyu4F	398049005	Other
896041000006112	148	Dislocated patella	S463-99	208929003	Knee
310577019	147	Acetabular labrum tear	N0877	202336002	Shoulder
310929012	147	Finding of shoulder region	N096A	116308004	Shoulder
312096018	144	Other osteochondritis dissecans of knee	N3272	203406004	Knee
372793016	144	Wrist stiff	N0953-1	249916005	Wrist
409930017	144	Thoracic back sprain	S571-99	274162005	Back
255998014	140	O/E - elbow joint abnormal	2H24	164510000	Elbow
2475754012	139	Lateral meniscus derangement	N071	21333004	Knee
310986019	138	Clicking elbow	N0993	202600005	Elbow
159011000006116	136	Patellar tendon rupture	S5U2	30832001	Knee
319568018	136	Acute meniscal tear, lateral, bucket handle tear	S4612	208924008	Knee
933111000006118	136	Wrist injury	SK133-99	704421000000108	Wrist
131285010	135	Sprengel's deformity	PF52-1	79120002	Shoulder
137941000006113	134	Temporomandibular joint click	J0463	298377005	Head
311168013	133	Lumbar disc prolapse with radiculopathy	N12C2	202735001	Back
312243018	133	Chondromalacia	N33z2	63198006	Other
314473012	133	Congenital varus deformity of foot	PE5z	42162004	Foot/Ankle
325394019	133	[X]Unspecified injury of shoulder and upper arm	Syu4E	699062006	Shoulder
1494798013	132	Sternum sprain	S5y4	54942004	Chest
319370011	132	Dislocated jaw	S40z	302964004	Head
359847012	132	Disorder of spinal region	N14z-2	410730009	Back
310914010	131	Other joint symptoms of the hand	N0964	118952005	Hand
255999018	130	O/E - wrist joint abnormal	2H25	164511001	Wrist
391086019	130	Torn gastrocnemius	S54x1-1	262981001	Leg
400295013	130	Rotator cuff syndrome, unspecified	N2110	4106009	Shoulder
2694858012	129	Congenital acetabular dysplasia	PF632	52781008	Hip/Pelvis
312573011	129	[X]Disorder of patella, unspecified	Nyu3E	721291009	Knee
400296014	129	Rotator cuff syndrome NOS	N211z	4106009	Shoulder
219601000000110	128	Hip snapping	N0965-1	423849004	Hip/Pelvis
319386016	128	Closed dislocation of acromioclavicular joint	S4104-1	208759001	Shoulder
2558271000006115	127	Inflammatory arthritis	^ESCTIN255827	3723001	Other
310942012	127	Symptom of ankle	N096P	699368004	Foot/Ankle
312076014	127	Juvenile osteochondrosis of the secondary patellar centre	N3243	203389008	Knee
320236015	127	Hip sprain NOS	S53y	17883008	Hip/Pelvis
41385012	127	Myofascial pain syndrome	N239-1	24693007	Multiple
2767377016	126	Femoroacetabular impingement	N215B	432473000	Hip/Pelvis
312300011	126	Acquired finger deformity NOS	N362z	26517000	Hand
323955013	126	Injury of scapular region	SK121	68152007	Shoulder
221631000000112	125	Adductor tendonitis	N21z2-4	202863007	Other
391075016	125	Tendon strain	S5z-6	262972007	Other
48884013	125	Trochanteric tendinitis	N2155	29210001	Hip/Pelvis
451462019	124	Recurrent subluxation of the hip joint	N083x	308144002	Hip/Pelvis
713281000006117	124	Derangement medial meniscus	N070	111222003	Knee
742361000006117	124	Irritable hip	N0945-3	301813003	Hip/Pelvis
130001000006111	123	Spondylosis	N11z	8847002	Back
310453011	123	Recurrent dislocation of the knee	N083n	202245003	Knee
320120011	122	Sprain, biceps tendon	S508	209419008	Arm
312462018	121	Acquired rib deformity, unspecified	N3831	449466007	Chest
312596011	121	[X]Other idiopathic scoliosis	Nyu53	203639008	Back
504088011	121	Tibial tubercle juvenile osteochondritis	N3244-1	72047008	Leg
2402821000000112	120	Lumber disc bulge	N122-2	202708005	Back
256004013	120	O/E - hip joint abnormal	2H28	164515005	Hip/Pelvis
312349016	120	Acquired external tibial torsion	N3681	203596009	Leg
391082017	120	Rupture of tendon	S5z-5	415749005	Other
311277014	119	Unspecified disorder of the coccyx	N1470	61296009	Back
3527272012	119	Injury of muscle of lower back	^ESCT1167562	737254001	Back
310819018	118	Arthralgia of acromioclavicular joint	N094C	202479004	Shoulder
320141017	118	Other elbow sprain	S51w	263128001	Elbow
320557010	118	Rib sprain unspecified	S5y30	209799008	Chest
419882013	118	Swollen calf	16J0	281792000	Leg
497880019	118	CTS - Carpal tunnel syndrome	F340-2	57406009	Wrist
6613421000006112	118	Sprain of ligament	^ESCTSP661342	398878007	Other
734501000006118	118	Lordosis, unspecified	N374W	61960001	Back
108921000006110	117	Tendon injury to hand NOS	SK14-1	262971000	Hand
311475016	117	Synovial cyst	N2240	240205003	Other
311483010	117	Ganglion of knee	N2246	202943004	Knee
312322016	116	Acquired valgus heel	N3679	203576001	Foot/Ankle
933121000006114	116	Ankle injury	SK172-99	628781000000108	Foot/Ankle
118437011	115	Myxoid cyst	N2243-1	78435003	Other
310452018	115	Knee - recurrent dislocation	N0836-1	202245003	Knee
320181012	115	Hand sprain NOS	S521z	87778004	Hand
891271000006118	115	Ganglion/synov.cyst - hand	N224-94	202936005	Hand
896291000006111	115	Sprained knee	S54-99	269137006	Knee
311448011	114	Achilles tenosynovitis	N220H	202917000	Foot/Ankle
317263016	114	Symptom of head and neck region	R04	267106000	Head
371011000006114	114	Somatoform pain disorder	Eu62y-1	30077003	Other
4193131000006114	113	Legg-Calve-Perthes disease	^ESCTLE419313	111255008	Leg
256026014	112	O/E - reduced movement of wrist	2H432	164536007	Wrist
319634018	112	Dislocation of ankle NOS	S47z	269114000	Foot/Ankle
311447018	111	Extensor tenosynovitis of thumb	N220F	202916009	Hand
320531012	111	Mallet finger with closed tendon injury	S5T3	209775008	Hand
456085014	111	Cyst of tendon sheath	N224D	312382002	Other
310839019	110	Arthralgia of ankle	N094P	202490009	Foot/Ankle
359871017	110	Other deformity of bone	N36y-2	271084006	Other
130581000006112	109	Late effect of sprain AND/OR strain without tendon injury	SC07-1	81715004	Other
312278018	109	Crossover toe	N357	203541003	Foot/Ankle
311336012	107	Subacromial impingement	N2122	202849001	Shoulder
311387010	107	Plantar fascial fibromatosis	N2370	13370002	Foot/Ankle
312182010	107	Solitary bone cyst	N3321	203467005	Other
3957951000006119	107	Congenital genu valgum	^ESCTCO395795	89689008	Knee
18211000006119	106	Osteochondritis dissecans of the lateral femoral condyle	N3271	203405000	Leg
311396010	106	Enthesopathy	N21z	23680005	Other
2164079010	105	Ligament disorders	N23-2	60492000	Other
28257010	105	Knuckle pads	N2371	16687001	Hand
312494011	105	Other specified musculoskeletal disorders	N3y	928000	Other
322807018	105	Contusion, wrist and hand NOS	SE32z	211506004	Hand/Wrist
40491000006115	105	Osteochondrosis NOS	N32z3	19579005	Other
411840011	105	O/E - painful arc	2H23-1	275875002	Shoulder
74984010	105	Acquired lordosis	N372	44950000	Back
2477180015	104	Complex regional pain syndrome type II	F347	408751001	Multiple
319567011	104	Acute meniscal tear, lateral, posterior horn	S4611	208923002	Knee
400262019	104	Other joint symptoms of the lower leg	N0966	267953003	Leg
253291013	103	Symptom: upper limb	1D26	162429009	Arm
310938014	103	Other symptoms - hip	N096K	49218002	Hip/Pelvis
444834014	103	Osteoma	B73-2	92027006	Other
252312010	102	Backache with radiation	16C3	161892003	Back
378065015	102	Bow legs	PE44-1	299331007	Leg
39292015	102	Congenital flat foot	PE61-1	23407003	Foot/Ankle
400263012	102	Arthralgia of the ankle and/or foot	N0967	267954009	Foot/Ankle
568561000006118	102	Closed traumatic dislocation patellofemoral joint, lateral	S4630	208930008	Knee
896411000006117	102	Sprained neck	S570-99	209557005	Neck
122681000006110	101	Subacromial bursitis	N2116	40799003	Shoulder
140171000006117	101	Acquired shortening of Achilles tendon	N22yM	5029005	Foot/Ankle
256006010	101	O/E - locked knee	2H291	164517002	Knee
256038017	101	O/E - joint stiffness	2H6	164550002	Other
359542012	101	Painful arc syndrome	N211z-1	202841003	Shoulder
320237012	100	Thigh sprain NOS	S53z	17883008	Knee
575291000006113	100	Compartment syndrome of leg	SK0y5	212385001	Leg
186201000006114	99	Reflex sympathetic dystrophy	N337-2	128200000	Other
219271000000117	99	Seronegative arthritis	N04y1	399112009	Other
2548331017	99	Inflammatory polyarthropathy	N04-1	417373000	Multiple
311040011	99	Inflammatory spondylopathies	N10	202649003	Back
256054019	98	O/E - lumbar spine abnormal	2H84	164564002	Back
295191000006117	98	[D]Face ache	R0400-1	95668009	Head
310511012	98	Equinus contracture of the ankle	N084b	202290007	Foot/Ankle
310629010	98	Effusion of elbow	N090D	202373004	Elbow
320565013	98	Xiphoid cartilage sprain	S5y43	209808000	Chest
324025011	98	Other multiple injuries	SK1x	262519004	Multiple
598231000006114	98	Costal cartilage sprain	S5y32	209799008	Chest
312571013	97	[X]Other instability of joint	Nyu3C	67374007	Other
588621000006114	97	Talipes valgus	PE60	79807003	Foot/Ankle
11065011	96	Residual foreign body in soft tissue	N246	6058003	Other
440239018	96	Bow legged	N3641-1	299331007	Leg
311442012	95	Flexor tenosynovitis of wrist	N220A	202911004	Wrist
311655018	95	Contracture of tendo achilles	N238H	203076007	Foot/Ankle
856151000006116	95	Right hip clicks	EGTONRI5	856151000006100	Hip/Pelvis
20587019	94	Acute arthritis	N06zA	11939005	Other
215561000000112	94	Swelling of joint - effusion	N090-2	387637008	Other
324011010	94	Injury of adductor muscle and tendon of thigh	SK1D0	212468004	Leg
568351000006111	94	Closed traumatic dislocation of elbow NOS	S420z	2651006	Elbow
256050011	93	O/E - spine abnormal	2H8	164560006	Back
311177018	93	Disorder of lumbar disc	N12z3	443700006	Back
84036012	93	Palindromic rheumatism	N093	50442003	Multiple
310988018	92	Clicking wrist	N0995	202602002	Wrist
312315012	92	Flexion deformity of knee	N3660	203569006	Knee
5142451000006118	92	Synovial cyst of knee	^ESCTSY514245	240008008	Knee
312347019	91	Deformity of knee joint	N368	299328006	Knee
320216016	91	Sprain tendon of finger	S526	209499009	Hand
320246018	91	Partial tear, knee, medial collateral ligament	S5411	209519005	Knee
359169019	91	Arthritis of knee	N06z6-1	371081002	Knee
97064010	91	Acquired postural kyphosis	N3710	268040001	Back
311634015	90	Other fibromatoses	N237	19660004	Other
455771000006114	90	Acute low back pain	N12-3	278862001	Back
4816191000006111	90	Lateral epicondylitis	^ESCTLA481619	202855006	Elbow
320308011	89	Lumbar back sprain	S572-99	209565008	Back
323889010	89	Traumatic complications and unspecified injuries	SK	417746004	Other
857221000006118	89	Left hip clicks	EGTONLE5	857221000006102	Hip/Pelvis
146974019	88	Acquired hammer toe, other than great toe	N35C	122481008	Foot/Ankle
1776248011	88	Osteoarthritis	N05-1	396275006	Other
221641000000115	88	Supraspinatus tendonitis	N21z2-6	202841003	Shoulder
311438014	88	Tenosynovitis of ankle	N2206	202907005	Foot/Ankle
320563018	88	Sternoclavicular sprain	S5y41	209806001	Shoulder
5668791000006112	88	Upper back injury	^ESCTUP566879	282765009	Back
311383014	87	Tibialis anterior tendinitis	N2175	202880006	Leg
131361000006118	86	Sprain of hip joint	S532	17883008	Hip/Pelvis
168751000006115	86	Rheumatoid arthritis and other inflammatory polyarthropathy	N04	69896004	Other
183021000006118	86	Recurrent subluxation of shoulder - anterior	N083C	202212003	Shoulder
253931000006113	86	Overriding fifth toe	N35A	203543000	Foot/Ankle
359312010	86	Juvenile ankylosing spondylitis	N0450	239805001	Back
131061000006115	85	Sprain thumb, metacarpophalangeal joint nonspecific	S5221	209470004	Hand
221521000000114	85	Osteoarthritis of knee	N05z6-1	239873007	Knee
314494010	85	Valgus deformity of foot	PE6y	249803006	Foot/Ankle
44918014	85	Antiphospholipid syndrome	N006	26843008	Other
310930019	84	Other symptoms in sternoclavicular joint	N096B	118952005	Shoulder
439051015	84	Locked temporomandibular joint	J0465	298373009	Head
127281000006111	83	Finger joint stiff	N095W	298238005	Hand
310932010	83	Other symptoms - elbow	N096D	202480001	Elbow
312314011	83	Acquired knee deformity NOS	N366	299328006	Knee
319497017	83	Closed traumatic dislocation of finger, unspecified	S4400	75137002	Hand
219651000000111	82	Adhesive capsulitis of shoulder	N210	399114005	Shoulder
314845015	82	Congenital anomaly of the hand	PF5s	34111000	Hand
453181013	82	Lumbosacral strain	N1463-1	309710005	Back
587341000006113	82	Non traumatic chronic slipped upper femoral epiphysis	N3222	203376002	Hip/Pelvis
312191014	81	Cyst of bone NOS	N332z	203465002	Other
400247016	81	Arthralgia of the upper arm	N0942	267950000	Arm
405142017	81	Unspecified polyarthropathy or polyarthritis	N065	36186002	Multiple
500464010	81	Hallux rigidus - acquired 	N352	6654000	Foot/Ankle
81981010	81	Coxalgia	N094K-1	49218002	Hip/Pelvis
147833014	80	Systemic sclerosis	N001-2	89155008	Other
314444014	80	Unilateral dysplastic hip	PE340	205056003	Hip/Pelvis
891241000006114	80	Ganglion/synov.cyst-ankle/foot	N224-91	202936005	Foot/Ankle
256010013	79	O/E - neck joint abnormal	2H2D	164521009	Neck
317319011	79	[D]Other symptoms affecting head and neck	R04z	267106000	Neck
320261017	79	Deltoid ligament ankle sprain	S5501-1	209531007	Foot/Ankle
40831000006117	79	Osteophyte of bone	N09B	235231000119100	Other
568671000006112	79	Closed traumatic dislocation toe, interphalangeal joint, single	S4806	208994001	Foot/Ankle
605021000006115	79	Curvature of spine NOS	N37z	64217002	Back
761871000006117	79	Flexion deformity of fingers	PF5r4	203554005	Hand
372790018	78	Knee stiff	N0956-1	249913002	Knee
491791000006117	78	Arthralgia of 1st metatarsophalangeal joint	N094T	202495004	Foot/Ankle
8261991000006112	78	Injury of tendon of finger	^ESCTIN826199	813121000000101	Hand
310422014	77	Habitual subluxation of the shoulder	N083M	202221002	Shoulder
